date,basket_type,item_name,scraped_name,brand,store,price,unit_size,unit_value,unit_unit,grams_total,price_per_100g,price_per_unit,source_file
2025-01-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.53,8 oz,8.0,oz,226.796,1.5564648406497468,,raw_prices_202501.csv
2025-01-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.27,14.3 oz,14.3,oz,405.39785,1.0532862964122771,,raw_prices_202501.csv
2025-01-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.39,16 fl oz,16.0,fl oz,473.12,0.5051572539736219,,raw_prices_202501.csv
2025-01-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.86,12 in,12.0,in,,,,raw_prices_202501.csv
2025-01-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.16,12 oz,12.0,oz,340.194,0.3409819103217576,,raw_prices_202501.csv
2025-01-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.28,48 oz,48.0,oz,1360.7759999999998,0.2410389366067597,,raw_prices_202501.csv
2025-01-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.84,12 pack,12.0,count,,,0.2366666666666666,raw_prices_202501.csv
2025-01-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.42,5 pack,5.0,count,,,0.884,raw_prices_202501.csv
2025-01-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.08,6 pack,6.0,count,,,0.68,raw_prices_202501.csv
2025-01-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.6,16 slices,16.0,slices,,,,raw_prices_202501.csv
2025-01-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.25,2 L,2.0,l,2000.0,0.1124999999999999,,raw_prices_202501.csv
2025-01-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.26,19.4 oz,19.4,oz,549.9802999999999,0.7745731983491045,,raw_prices_202501.csv
2025-01-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.55,20 oz,20.0,oz,566.99,0.4497433817174905,,raw_prices_202501.csv
2025-02-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.36,3 lb bag,3.0,lb,1360.7759999999998,0.3204054157333757,,raw_prices_202502.csv
2025-02-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.61,1 lb,1.0,lb,453.592,0.1344820896312104,,raw_prices_202502.csv
2025-02-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.81,1 lb,1.0,lb,453.592,0.3990370200532637,,raw_prices_202502.csv
2025-02-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.86,2 lb,2.0,lb,907.184,0.2050300710770913,,raw_prices_202502.csv
2025-02-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.28,2 lb bag,2.0,lb,907.184,0.1410959628917617,,raw_prices_202502.csv
2025-02-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.43,1 lb,1.0,lb,453.592,0.3152612920862802,,raw_prices_202502.csv
2025-02-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.19,32 oz,32.0,oz,907.184,0.4618688160285014,,raw_prices_202502.csv
2025-02-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.41,1 lb,1.0,lb,453.592,0.3108520432459126,,raw_prices_202502.csv
2025-02-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.38,42 oz,42.0,oz,1190.679,0.2838716396274731,,raw_prices_202502.csv
2025-02-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.96,16.9 oz,16.9,oz,479.10655,1.2439821580397932,,raw_prices_202502.csv
2025-02-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.7,16 oz,16.0,oz,453.592,0.3747861514312422,,raw_prices_202502.csv
2025-02-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.9,12 oz,12.0,oz,340.194,1.440354621186735,,raw_prices_202502.csv
2025-02-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.27,10 oz bag,10.0,oz,283.495,0.800719589410748,,raw_prices_202502.csv
2025-02-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.45,14 oz,14.0,oz,396.893,0.6172948376514578,,raw_prices_202502.csv
2025-02-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.52,20 oz,20.0,oz,566.99,0.4444522831090495,,raw_prices_202502.csv
2025-02-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.62,1 lb,1.0,lb,453.592,0.1366867140513942,,raw_prices_202502.csv
2025-02-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.96,16 oz,16.0,oz,453.592,0.8730312703927758,,raw_prices_202502.csv
2025-02-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.48,15.5 oz can,15.5,oz,439.41725,0.3368097178706571,,raw_prices_202502.csv
2025-02-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.26,15.25 oz can,15.25,oz,432.329875,0.2914441200715079,,raw_prices_202502.csv
2025-02-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.18,12 count,12.0,count,,,0.1816666666666666,raw_prices_202502.csv
2025-02-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.22,5 lb,5.0,lb,2267.96,0.0978853242561597,,raw_prices_202502.csv
2025-02-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.15,1 gal,1.0,gal,,,,raw_prices_202502.csv
2025-02-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.92,3 lb bag,3.0,lb,1360.7759999999998,0.2145834435645543,,raw_prices_202502.csv
2025-02-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.53,16 oz,16.0,oz,453.592,0.3373075362881179,,raw_prices_202502.csv
2025-02-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.99,5 lb bag,5.0,lb,2267.96,0.220021517134341,,raw_prices_202502.csv
2025-02-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.65,13.7 oz,13.7,oz,388.38815,0.9397815046622818,,raw_prices_202502.csv
2025-02-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.84,4 lb,4.0,lb,1814.368,0.1565283338330481,,raw_prices_202502.csv
2025-02-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.16,24 oz,24.0,oz,680.3879999999999,0.1704909551608788,,raw_prices_202502.csv
2025-02-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.89,10 count,10.0,count,,,0.289,raw_prices_202502.csv
2025-02-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.99,2 lb,2.0,lb,907.184,0.2193601298082858,,raw_prices_202502.csv
2025-02-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.13,9 oz,9.0,oz,255.1455,0.8348177804429237,,raw_prices_202502.csv
2025-02-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.55,32 oz,32.0,oz,907.184,0.832245718619376,,raw_prices_202502.csv
2025-02-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.51,8 oz,8.0,oz,226.796,1.5476463429690115,,raw_prices_202502.csv
2025-02-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.37,14.3 oz,14.3,oz,405.39785,1.077953422791956,,raw_prices_202502.csv
2025-02-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.38,16 fl oz,16.0,fl oz,473.12,0.503043625295908,,raw_prices_202502.csv
2025-02-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.92,12 in,12.0,in,,,,raw_prices_202502.csv
2025-02-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.17,12 oz,12.0,oz,340.194,0.3439214095486693,,raw_prices_202502.csv
2025-02-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.3,48 oz,48.0,oz,1360.7759999999998,0.2425086862202155,,raw_prices_202502.csv
2025-02-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.83,12 pack,12.0,count,,,0.2358333333333333,raw_prices_202502.csv
2025-02-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.36,5 pack,5.0,count,,,0.8720000000000001,raw_prices_202502.csv
2025-02-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.12,6 pack,6.0,count,,,0.6866666666666666,raw_prices_202502.csv
2025-02-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.54,16 slices,16.0,slices,,,,raw_prices_202502.csv
2025-02-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.23,2 L,2.0,l,2000.0,0.1114999999999999,,raw_prices_202502.csv
2025-02-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.25,19.4 oz,19.4,oz,549.9802999999999,0.7727549514046231,,raw_prices_202502.csv
2025-02-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.49,20 oz,20.0,oz,566.99,0.4391611845006085,,raw_prices_202502.csv
2025-03-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.31,3 lb bag,3.0,lb,1360.7759999999998,0.316731041699736,,raw_prices_202503.csv
2025-03-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.62,1 lb,1.0,lb,453.592,0.1366867140513942,,raw_prices_202503.csv
2025-03-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.8,1 lb,1.0,lb,453.592,0.3968323956330799,,raw_prices_202503.csv
2025-03-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.9,2 lb,2.0,lb,907.184,0.2094393199174588,,raw_prices_202503.csv
2025-03-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.27,2 lb bag,2.0,lb,907.184,0.1399936506816698,,raw_prices_202503.csv
2025-03-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.42,1 lb,1.0,lb,453.592,0.3130566676660963,,raw_prices_202503.csv
2025-03-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.24,32 oz,32.0,oz,907.184,0.4673803770789609,,raw_prices_202503.csv
2025-03-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.41,1 lb,1.0,lb,453.592,0.3108520432459126,,raw_prices_202503.csv
2025-03-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.3,42 oz,42.0,oz,1190.679,0.2771527842516749,,raw_prices_202503.csv
2025-03-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.97,16.9 oz,16.9,oz,479.10655,1.246069376425766,,raw_prices_202503.csv
2025-03-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.67,16 oz,16.0,oz,453.592,0.3681722781706908,,raw_prices_202503.csv
2025-03-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,5.01,12 oz,12.0,oz,340.194,1.4726891126827637,,raw_prices_202503.csv
2025-03-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.24,10 oz bag,10.0,oz,283.495,0.7901373921938659,,raw_prices_202503.csv
2025-03-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.48,14 oz,14.0,oz,396.893,0.6248535499492307,,raw_prices_202503.csv
2025-03-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.5,20 oz,20.0,oz,566.99,0.4409248840367555,,raw_prices_202503.csv
2025-03-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.61,1 lb,1.0,lb,453.592,0.1344820896312104,,raw_prices_202503.csv
2025-03-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,4.04,16 oz,16.0,oz,453.592,0.8906682657542462,,raw_prices_202503.csv
2025-03-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.49,15.5 oz can,15.5,oz,439.41725,0.339085459207621,,raw_prices_202503.csv
2025-03-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.28,15.25 oz can,15.25,oz,432.329875,0.2960702172155001,,raw_prices_202503.csv
2025-03-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.21,12 count,12.0,count,,,0.1841666666666666,raw_prices_202503.csv
2025-03-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.23,5 lb,5.0,lb,2267.96,0.0983262491401964,,raw_prices_202503.csv
2025-03-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.13,1 gal,1.0,gal,,,,raw_prices_202503.csv
2025-03-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.97,3 lb bag,3.0,lb,1360.7759999999998,0.218257817598194,,raw_prices_202503.csv
2025-03-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.48,16 oz,16.0,oz,453.592,0.326284414187199,,raw_prices_202503.csv
2025-03-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.99,5 lb bag,5.0,lb,2267.96,0.220021517134341,,raw_prices_202503.csv
2025-03-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.61,13.7 oz,13.7,oz,388.38815,0.9294825292687228,,raw_prices_202503.csv
2025-03-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.9,4 lb,4.0,lb,1814.368,0.1598352704633238,,raw_prices_202503.csv
2025-03-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.17,24 oz,24.0,oz,680.3879999999999,0.1719607047743346,,raw_prices_202503.csv
2025-03-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.89,10 count,10.0,count,,,0.289,raw_prices_202503.csv
2025-03-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,2.01,2 lb,2.0,lb,907.184,0.2215647542284696,,raw_prices_202503.csv
2025-03-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.08,9 oz,9.0,oz,255.1455,0.8152211189301791,,raw_prices_202503.csv
2025-03-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.58,32 oz,32.0,oz,907.184,0.8355526552496517,,raw_prices_202503.csv
2025-03-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.52,8 oz,8.0,oz,226.796,1.5520555918093797,,raw_prices_202503.csv
2025-03-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.36,14.3 oz,14.3,oz,405.39785,1.0754867101539884,,raw_prices_202503.csv
2025-03-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.33,16 fl oz,16.0,fl oz,473.12,0.4924754819073385,,raw_prices_202503.csv
2025-03-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.91,12 in,12.0,in,,,,raw_prices_202503.csv
2025-03-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.16,12 oz,12.0,oz,340.194,0.3409819103217576,,raw_prices_202503.csv
2025-03-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.26,48 oz,48.0,oz,1360.7759999999998,0.2395691869933038,,raw_prices_202503.csv
2025-03-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.9,12 pack,12.0,count,,,0.2416666666666666,raw_prices_202503.csv
2025-03-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.35,5 pack,5.0,count,,,0.8699999999999999,raw_prices_202503.csv
2025-03-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.14,6 pack,6.0,count,,,0.69,raw_prices_202503.csv
2025-03-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.61,16 slices,16.0,slices,,,,raw_prices_202503.csv
2025-03-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.25,2 L,2.0,l,2000.0,0.1124999999999999,,raw_prices_202503.csv
2025-03-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.23,19.4 oz,19.4,oz,549.9802999999999,0.7691184575156602,,raw_prices_202503.csv
2025-03-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.54,20 oz,20.0,oz,566.99,0.4479796821813436,,raw_prices_202503.csv
2025-04-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.41,3 lb bag,3.0,lb,1360.7759999999998,0.3240797897670153,,raw_prices_202504.csv
2025-04-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.61,1 lb,1.0,lb,453.592,0.1344820896312104,,raw_prices_202504.csv
2025-04-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.81,1 lb,1.0,lb,453.592,0.3990370200532637,,raw_prices_202504.csv
2025-04-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.88,2 lb,2.0,lb,907.184,0.207234695497275,,raw_prices_202504.csv
2025-04-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.26,2 lb bag,2.0,lb,907.184,0.138891338471578,,raw_prices_202504.csv
2025-04-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.42,1 lb,1.0,lb,453.592,0.3130566676660963,,raw_prices_202504.csv
2025-04-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.21,32 oz,32.0,oz,907.184,0.4640734404486851,,raw_prices_202504.csv
2025-04-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.41,1 lb,1.0,lb,453.592,0.3108520432459126,,raw_prices_202504.csv
2025-04-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.37,42 oz,42.0,oz,1190.679,0.2830317827054983,,raw_prices_202504.csv
2025-04-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.79,16.9 oz,16.9,oz,479.10655,1.2084994454782554,,raw_prices_202504.csv
2025-04-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.67,16 oz,16.0,oz,453.592,0.3681722781706908,,raw_prices_202504.csv
2025-04-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,5.06,12 oz,12.0,oz,340.194,1.487386608817322,,raw_prices_202504.csv
2025-04-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.23,10 oz bag,10.0,oz,283.495,0.7866099931215718,,raw_prices_202504.csv
2025-04-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.47,14 oz,14.0,oz,396.893,0.6223339791833064,,raw_prices_202504.csv
2025-04-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.48,20 oz,20.0,oz,566.99,0.4373974849644614,,raw_prices_202504.csv
2025-04-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.62,1 lb,1.0,lb,453.592,0.1366867140513942,,raw_prices_202504.csv
2025-04-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,4.0,16 oz,16.0,oz,453.592,0.881849768073511,,raw_prices_202504.csv
2025-04-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.46,15.5 oz can,15.5,oz,439.41725,0.3322582351967293,,raw_prices_202504.csv
2025-04-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.27,15.25 oz can,15.25,oz,432.329875,0.293757168643504,,raw_prices_202504.csv
2025-04-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.17,12 count,12.0,count,,,0.1808333333333333,raw_prices_202504.csv
2025-04-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.23,5 lb,5.0,lb,2267.96,0.0983262491401964,,raw_prices_202504.csv
2025-04-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.15,1 gal,1.0,gal,,,,raw_prices_202504.csv
2025-04-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.91,3 lb bag,3.0,lb,1360.7759999999998,0.2138485687578264,,raw_prices_202504.csv
2025-04-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.48,16 oz,16.0,oz,453.592,0.326284414187199,,raw_prices_202504.csv
2025-04-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.96,5 lb bag,5.0,lb,2267.96,0.2186987424822307,,raw_prices_202504.csv
2025-04-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.58,13.7 oz,13.7,oz,388.38815,0.9217582977235532,,raw_prices_202504.csv
2025-04-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.87,4 lb,4.0,lb,1814.368,0.158181802148186,,raw_prices_202504.csv
2025-04-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.19,24 oz,24.0,oz,680.3879999999999,0.1749002040012463,,raw_prices_202504.csv
2025-04-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.93,10 count,10.0,count,,,0.293,raw_prices_202504.csv
2025-04-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,2.02,2 lb,2.0,lb,907.184,0.2226670664385615,,raw_prices_202504.csv
2025-04-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.08,9 oz,9.0,oz,255.1455,0.8152211189301791,,raw_prices_202504.csv
2025-04-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.63,32 oz,32.0,oz,907.184,0.8410642163001112,,raw_prices_202504.csv
2025-04-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.53,8 oz,8.0,oz,226.796,1.5564648406497468,,raw_prices_202504.csv
2025-04-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.36,14.3 oz,14.3,oz,405.39785,1.0754867101539884,,raw_prices_202504.csv
2025-04-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.4,16 fl oz,16.0,fl oz,473.12,0.5072708826513358,,raw_prices_202504.csv
2025-04-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.87,12 in,12.0,in,,,,raw_prices_202504.csv
2025-04-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.17,12 oz,12.0,oz,340.194,0.3439214095486693,,raw_prices_202504.csv
2025-04-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.24,48 oz,48.0,oz,1360.7759999999998,0.238099437379848,,raw_prices_202504.csv
2025-04-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.78,12 pack,12.0,count,,,0.2316666666666666,raw_prices_202504.csv
2025-04-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.43,5 pack,5.0,count,,,0.8859999999999999,raw_prices_202504.csv
2025-04-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.11,6 pack,6.0,count,,,0.685,raw_prices_202504.csv
2025-04-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.54,16 slices,16.0,slices,,,,raw_prices_202504.csv
2025-04-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.23,2 L,2.0,l,2000.0,0.1114999999999999,,raw_prices_202504.csv
2025-04-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.25,19.4 oz,19.4,oz,549.9802999999999,0.7727549514046231,,raw_prices_202504.csv
2025-04-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.53,20 oz,20.0,oz,566.99,0.4462159826451965,,raw_prices_202504.csv
2025-05-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.35,3 lb bag,3.0,lb,1360.7759999999998,0.3196705409266477,,raw_prices_202505.csv
2025-05-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.61,1 lb,1.0,lb,453.592,0.1344820896312104,,raw_prices_202505.csv
2025-05-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.81,1 lb,1.0,lb,453.592,0.3990370200532637,,raw_prices_202505.csv
2025-05-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.9,2 lb,2.0,lb,907.184,0.2094393199174588,,raw_prices_202505.csv
2025-05-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.29,2 lb bag,2.0,lb,907.184,0.1421982751018536,,raw_prices_202505.csv
2025-05-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.45,1 lb,1.0,lb,453.592,0.3196705409266477,,raw_prices_202505.csv
2025-05-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.26,32 oz,32.0,oz,907.184,0.4695850014991446,,raw_prices_202505.csv
2025-05-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.41,1 lb,1.0,lb,453.592,0.3108520432459126,,raw_prices_202505.csv
2025-05-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.37,42 oz,42.0,oz,1190.679,0.2830317827054983,,raw_prices_202505.csv
2025-05-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.91,16.9 oz,16.9,oz,479.10655,1.2335460661099291,,raw_prices_202505.csv
2025-05-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.66,16 oz,16.0,oz,453.592,0.365967653750507,,raw_prices_202505.csv
2025-05-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.98,12 oz,12.0,oz,340.194,1.4638706150020286,,raw_prices_202505.csv
